41	21
-340.13	-322.6	-312.47	-302.33	-260.63	-260.49	-260.14	-249.94	-239.8	-238.11	-237.22	-227.24	-214.95	-207.57	-197.44	-187.25	-177.3	-174.9	-172.74	-172.69	-172.65	-172.33	-164.58	-162.87	-152.67	-152.54	-152.42	-130.12	-122.22	-120.28	-110.26	-109.92	-100.12	-77.483	-77.414	-67.444	-67.352	-54.945	-24.878	-22.464	-22.449
100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200
0.026205	0.026644	0.023296	0.028669	0.021941	0.015829	0.022259	0.020759	0.023846	0.020826	0.021728	0.022867	0.018714	0.015559	0.014416	0.020204	0.013596	0.01458	0.014469	0.013249	0.015236	0.01404	0.015188	0.010002	0.011575	0.011893	0.014334	0.011107	0.011203	0.013133	0.012279	0.012795	0.013273	0.01308	0.013813	0.013374	0.020875	0.01347	0.013355	0.01445	0.013847
0.01748	0.0084062	0.0099089	0.0095309	0.019355	0.014681	0.018979	0.012927	0.0078406	0.0051459	0.0091617	0.019926	0.013751	0.016108	0.019484	0.017077	0.014038	0.0089777	0.011019	0.013088	0.012732	0.019381	0.0046698	-0.00071754	6.3109e-05	0.009243	0.012477	-0.00046141	0.0017798	0.0050786	0.0085756	0.0026965	0.0059708	0.0054274	0.0036522	0.0031393	-0.006817	0.0030817	0.0017585	0.00038044	0.00011522
0.031389	0.021469	0.020865	0.022572	0.029019	0.024105	0.027879	0.024901	0.019358	0.013049	0.01923	0.031517	0.023891	0.026083	0.028891	0.024942	0.021838	0.015274	0.017557	0.018695	0.017888	0.02669	0.012471	0.0033166	0.004153	0.016698	0.019181	0.005791	0.0082076	0.0066249	0.010899	0.0068668	0.010017	0.0069576	0.0075906	0.0047124	-0.0063432	0.0036846	0.0022986	0.00085448	0.00053138
0.036619	0.025122	0.026515	0.030019	0.033947	0.02531	0.033052	0.030205	0.025354	0.019593	0.025824	0.033647	0.027076	0.031068	0.03158	0.028008	0.025735	0.020752	0.022193	0.023136	0.022668	0.030185	0.018861	0.0092696	0.0094472	0.021567	0.022601	0.011193	0.012641	0.011636	0.014466	0.011375	0.012597	0.0088367	0.009555	0.0068668	-0.0044325	0.0047546	0.00316	0.0012802	0.00080464
0.038079	0.026921	0.026859	0.031699	0.035873	0.026515	0.034438	0.031719	0.027324	0.021489	0.027654	0.034673	0.027722	0.032361	0.031934	0.026976	0.026361	0.021706	0.022093	0.023905	0.023393	0.029794	0.021034	0.010575	0.010818	0.023055	0.023553	0.013883	0.012989	0.013191	0.015491	0.01257	0.01456	0.0098972	0.0087793	0.0070722	-0.0046404	0.0046401	0.0030002	0.00099065	0.0012547
0.042935	0.032298	0.031576	0.036047	0.038496	0.029626	0.038396	0.03625	0.032187	0.026107	0.030428	0.036901	0.029309	0.034386	0.034922	0.02893	0.029417	0.024022	0.024567	0.027466	0.026023	0.031146	0.023731	0.013746	0.014173	0.025039	0.025662	0.016516	0.015756	0.015308	0.017394	0.01447	0.01586	0.0095239	0.01012	0.0080949	-0.004814	0.0047708	0.0025435	0.0013107	0.00068242
0.046146	0.036625	0.03532	0.040908	0.042571	0.032889	0.040696	0.040579	0.03597	0.03119	0.034276	0.037553	0.030575	0.037185	0.03427	0.030442	0.032419	0.028097	0.028127	0.02991	0.029688	0.033389	0.028112	0.017206	0.017385	0.028245	0.027838	0.020652	0.018716	0.019544	0.019312	0.01812	0.018841	0.01155	0.012303	0.0096725	-0.004846	0.0064162	0.0034417	0.0018332	0.0010423
0.045531	0.040594	0.038544	0.044855	0.04312	0.03451	0.040706	0.041873	0.039522	0.036063	0.037698	0.035348	0.032043	0.037536	0.034128	0.033232	0.034905	0.032673	0.031238	0.033854	0.033326	0.031031	0.033348	0.022194	0.023407	0.030101	0.028472	0.025636	0.024543	0.023715	0.023366	0.022392	0.022431	0.014195	0.015547	0.013159	-0.0021608	0.0082988	0.0051324	0.0031814	0.0020795
0.040037	0.041153	0.03762	0.044631	0.038052	0.034543	0.036724	0.038135	0.038383	0.03757	0.035569	0.026768	0.029877	0.034179	0.027887	0.032178	0.033758	0.032199	0.030686	0.03207	0.032916	0.025792	0.032504	0.025392	0.027507	0.027205	0.024978	0.027124	0.024671	0.026398	0.023409	0.024677	0.022941	0.014846	0.015983	0.014187	0.00034991	0.0096711	0.0059838	0.0043478	0.0033733
0.031762	0.036913	0.033886	0.041824	0.029658	0.029461	0.029691	0.031545	0.034531	0.037744	0.029852	0.018782	0.025087	0.027617	0.021167	0.027991	0.03041	0.030608	0.028555	0.029386	0.030186	0.01972	0.029891	0.026063	0.029274	0.023247	0.019704	0.028321	0.023339	0.02581	0.023567	0.025026	0.022164	0.014743	0.015002	0.014665	-0.0002329	0.0095871	0.0062034	0.0044599	0.0033739
