51	14	-326.69	-11.858
-326.69	-220.06	-219.05	-218.64	-214.28	-213.05	-210.71	-210.09	-209.19	-201.61	-199.26	-198.98	-198.07	-195.81	-192.93	-191.06	-190.11	-188.64	-181.19	-174.82	-170.91	-169.54	-168.99	-168.77	-163.99	-161.81	-159.79	-153.38	-150	-138.6	-135.26	-130.29	-129.63	-126.45	-120.47	-114.37	-105.54	-95.183	-93.881	-88.954	-88.669	-83.307	-71.321	-68.034	-61.29	-59.428	-52.991	-47.423	-47.408	-47.333	-11.858
55	60	65	70	75	80	85	90	95	100	105	110	115	120
0.025817	0.014589	0.010673	0.015858	0.012549	0.011223	0.014551	0.013234	0.012158	0.01348	0.01061	0.012694	0.012723	0.012713	0.013046	0.011459	0.0091921	0.01361	0.012698	0.011401	0.0128	0.011632	0.012867	0.011141	0.011179	0.012342	0.011618	0.011903	0.011946	0.013837	0.013957	0.01266	0.012067	0.013967	0.035237	0.013166	0.026608	0.013513	0.014097	0.013152	0.012583	0.013108	0.013644	0.013639	0.014285	0.013229	0.014232	0.014642	0.014324	0.013451	0.014382
0.019994	0.0050963	0.002653	0.0038044	0.007962	0.0047536	0.013925	0.012176	-0.0057321	-0.0026925	0.012091	-0.0067197	0.0057551	0.0019786	0.0086986	0.004726	-0.0045176	-0.0030662	-0.0017037	0.0012091	0.0068721	-0.0042631	0.0049321	0.0032224	-0.0027671	0.00030397	0.0017506	-0.0047898	0.0070988	0.0083169	0.0046269	0.0032813	-0.0059761	0.0067143	-0.008154	0.0072075	-0.017447	0.0097426	0.0031324	0.012149	0.011073	0.0083263	0.0081728	0.0083594	0.0049159	0.0061304	0.0071267	0.0073482	0.0079655	0.0060496	0.0018156
0.071029	0.025414	0.020804	0.024213	0.031167	0.030948	0.040703	0.03817	0.011626	0.017402	0.03615	0.0093993	0.021587	0.020115	0.024303	0.026097	0.0088161	0.0094633	0.013197	0.018158	0.023202	0.0094298	0.013465	0.012919	0.0091566	0.012177	0.016699	0.004926	0.023197	0.023051	0.017071	0.014546	-0.0019941	0.018372	-0.0064133	0.018062	-0.01083	0.019555	0.011429	0.020145	0.018249	0.015263	0.013706	0.014726	0.009196	0.011738	0.012281	0.0098467	0.010888	0.0082677	0.0017146
0.14155	0.0745	0.069839	0.064049	0.079226	0.078927	0.087702	0.083677	0.054755	0.063578	0.07258	0.046356	0.062471	0.057559	0.051493	0.070721	0.041379	0.043253	0.055568	0.054402	0.047518	0.045895	0.032945	0.037945	0.03975	0.032756	0.049506	0.028559	0.05015	0.043212	0.037669	0.031941	0.017075	0.036535	0.0030311	0.033705	0.0047975	0.030653	0.018925	0.027162	0.028709	0.026517	0.020028	0.021184	0.01484	0.017718	0.015407	0.012243	0.014471	0.011845	0.0019131
0.18391	0.13258	0.12708	0.12164	0.13242	0.12643	0.13185	0.13076	0.10857	0.12216	0.11442	0.10045	0.11468	0.10907	0.09275	0.12029	0.091148	0.090891	0.11625	0.098445	0.076785	0.096399	0.063902	0.082892	0.088991	0.063373	0.094244	0.065512	0.080265	0.067158	0.062669	0.054316	0.05119	0.061569	0.019319	0.057486	0.024699	0.042188	0.033096	0.036228	0.039082	0.039717	0.028386	0.030501	0.019286	0.024581	0.023205	0.017852	0.018712	0.015915	0.0015424
0.14921	0.14057	0.13497	0.14634	0.13845	0.12816	0.13138	0.13223	0.12642	0.13541	0.12695	0.12222	0.13454	0.12796	0.11763	0.12584	0.11383	0.11468	0.136	0.11174	0.087101	0.11967	0.083389	0.11499	0.11011	0.086442	0.10978	0.089909	0.094124	0.079434	0.074347	0.067811	0.077708	0.072846	0.027454	0.069742	0.037005	0.047457	0.042723	0.04113	0.044924	0.049062	0.034407	0.035198	0.023811	0.030051	0.025503	0.02031	0.019571	0.018731	0.002525
0.083444	0.097999	0.099013	0.11457	0.093939	0.093107	0.092247	0.086083	0.099377	0.10089	0.095741	0.098028	0.10752	0.10306	0.10598	0.090189	0.095079	0.098601	0.10274	0.087901	0.076997	0.10125	0.082409	0.10864	0.089657	0.084158	0.086448	0.085621	0.079448	0.07138	0.066997	0.064166	0.076111	0.065811	0.024591	0.063941	0.032296	0.043602	0.0436	0.036814	0.039508	0.044347	0.032601	0.031644	0.025007	0.029973	0.026696	0.021592	0.019835	0.020444	0.0032266
0.051086	0.066244	0.073646	0.070933	0.057029	0.065358	0.062126	0.0496	0.074046	0.067359	0.059254	0.074588	0.073219	0.074242	0.078197	0.061805	0.071855	0.076304	0.064373	0.062375	0.059679	0.070552	0.07028	0.079539	0.064875	0.066292	0.060755	0.067968	0.057668	0.054627	0.051768	0.051091	0.058158	0.048828	0.014296	0.047696	0.022609	0.034302	0.035652	0.02662	0.028915	0.033083	0.024931	0.023682	0.021882	0.023943	0.022508	0.018281	0.016425	0.017642	0.0029833
0.040648	0.049684	0.06055	0.055102	0.043428	0.050494	0.043768	0.039856	0.05938	0.050135	0.036995	0.058745	0.056645	0.055639	0.058485	0.045959	0.058633	0.063781	0.0442	0.04846	0.048206	0.049188	0.057848	0.056761	0.04923	0.052476	0.047345	0.053174	0.040097	0.040457	0.041432	0.038527	0.042616	0.035276	0.0063797	0.033928	0.017221	0.023608	0.026639	0.017384	0.019472	0.025115	0.017371	0.01624	0.014979	0.017582	0.015536	0.012352	0.012295	0.013205	0.0030886
0.033743	0.042425	0.05009	0.053382	0.04042	0.043494	0.033475	0.039415	0.049285	0.040941	0.027513	0.048022	0.043735	0.042526	0.050807	0.036644	0.047823	0.054679	0.040914	0.040851	0.044383	0.039127	0.049253	0.048196	0.039236	0.047246	0.039073	0.048413	0.031862	0.034601	0.036077	0.032678	0.035831	0.028262	0.0043313	0.029083	0.017995	0.017085	0.022578	0.012993	0.014912	0.019896	0.012584	0.011981	0.012014	0.013126	0.011781	0.0093313	0.0077702	0.0094254	0.0032161
0.034622	0.042013	0.040508	0.048361	0.038216	0.041332	0.031442	0.036064	0.043809	0.036334	0.024348	0.042068	0.035428	0.038034	0.044254	0.034689	0.042432	0.048823	0.038523	0.03498	0.04048	0.037394	0.047394	0.039976	0.035449	0.044628	0.032605	0.04341	0.027676	0.031351	0.033434	0.029955	0.03117	0.026551	0.0061635	0.026389	0.020657	0.017257	0.021573	0.01186	0.014644	0.017442	0.012049	0.010696	0.010874	0.01122	0.011577	0.0083788	0.0067355	0.007716	0.0030819
0.039104	0.041384	0.034175	0.044207	0.036758	0.040346	0.031543	0.034746	0.042184	0.038216	0.02476	0.040256	0.030771	0.037828	0.038814	0.034048	0.038836	0.044891	0.03574	0.029934	0.037665	0.037128	0.043562	0.032829	0.033009	0.041165	0.02729	0.040733	0.024243	0.029746	0.029776	0.027527	0.027605	0.024516	0.0080385	0.023031	0.021268	0.016228	0.020443	0.010787	0.013444	0.016317	0.011312	0.010393	0.011861	0.0097198	0.010874	0.0083068	0.0057576	0.0077422	0.0024331
0.041595	0.039413	0.029133	0.041248	0.034297	0.036518	0.031022	0.031886	0.038754	0.040789	0.024403	0.038265	0.025156	0.035666	0.032175	0.030697	0.035991	0.039959	0.03252	0.025158	0.034412	0.03684	0.040067	0.028407	0.028551	0.03602	0.023646	0.037749	0.021025	0.028559	0.02786	0.025439	0.024753	0.02208	0.0080401	0.021646	0.018658	0.014567	0.019662	0.0094278	0.012409	0.014959	0.0094619	0.0098418	0.011438	0.010484	0.010603	0.0077223	0.005506	0.0071013	0.002215
0.041589	0.039481	0.027628	0.041389	0.033725	0.036084	0.030277	0.028662	0.037256	0.044268	0.022772	0.03714	0.022043	0.033427	0.028261	0.029442	0.034703	0.03625	0.033019	0.02114	0.030779	0.034859	0.036187	0.024093	0.02614	0.033465	0.021234	0.033312	0.016969	0.025354	0.024412	0.021976	0.022234	0.01821	0.0083912	0.018481	0.016245	0.012038	0.017852	0.0073794	0.010281	0.013227	0.008541	0.0079118	0.010083	0.0091312	0.010516	0.0069683	0.0060271	0.0061585	0.0018384
0.035939	0.039168	0.0271	0.040094	0.032295	0.032987	0.027741	0.027141	0.036288	0.043978	0.021173	0.036045	0.020099	0.033911	0.026835	0.02754	0.032571	0.032652	0.032444	0.017672	0.026899	0.031593	0.033617	0.021401	0.023587	0.031214	0.019132	0.03212	0.014712	0.022845	0.021092	0.018985	0.020457	0.01604	0.0077789	0.016737	0.012371	0.011118	0.015502	0.0058477	0.0091368	0.012635	0.0072212	0.0061193	0.0093559	0.008419	0.0094038	0.0062558	0.0045933	0.0054725	0.0014823
-0.096933	-0.070345	-0.066467	-0.073778	-0.070597	-0.072953	-0.069683	-0.072706	-0.066972	-0.070502	-0.066915	-0.06539	-0.058382	-0.064083	-0.057193	-0.064104	-0.057958	-0.056134	-0.057022	-0.055426	-0.04772	-0.058608	-0.041422	-0.052435	-0.052092	-0.04314	-0.052623	-0.046745	-0.044571	-0.04132	-0.039249	-0.035267	-0.035038	-0.034594	0.0097145	-0.034024	-0.0062319	-0.022616	-0.021949	-0.015461	-0.020088	-0.022376	-0.015144	-0.01621	-0.012415	-0.015787	-0.012784	-0.010002	-0.009762	-0.0089469	-0.00063273
-0.115	-0.093335	-0.09021	-0.091823	-0.090556	-0.092682	-0.086604	-0.088735	-0.090504	-0.093681	-0.079135	-0.087144	-0.076611	-0.082278	-0.06911	-0.083244	-0.078405	-0.076405	-0.081492	-0.071665	-0.059624	-0.079449	-0.054423	-0.06736	-0.069628	-0.056547	-0.068045	-0.062372	-0.057101	-0.050157	-0.049288	-0.045094	-0.049428	-0.043822	-0.0028236	-0.041847	-0.021023	-0.027452	-0.028041	-0.018313	-0.024414	-0.028974	-0.01798	-0.017338	-0.014761	-0.017226	-0.014741	-0.0099221	-0.010653	-0.010655	-0.0018935
-0.09496	-0.10567	-0.1041	-0.1064	-0.097128	-0.095439	-0.086101	-0.088929	-0.1051	-0.10819	-0.080702	-0.10234	-0.091565	-0.095503	-0.080386	-0.091017	-0.093251	-0.09224	-0.098707	-0.081387	-0.062088	-0.093555	-0.06472	-0.082644	-0.085925	-0.066488	-0.080734	-0.076223	-0.060478	-0.052595	-0.054149	-0.048964	-0.065616	-0.047645	-0.012031	-0.04549	-0.031314	-0.026619	-0.031913	-0.017993	-0.023424	-0.029981	-0.018541	-0.018078	-0.015189	-0.018656	-0.014441	-0.010733	-0.0086969	-0.010969	-0.0012979
-0.01295	-0.066559	-0.066389	-0.082479	-0.056858	-0.054553	-0.043594	-0.046782	-0.079288	-0.075885	-0.049877	-0.082224	-0.065932	-0.072543	-0.065718	-0.054818	-0.077631	-0.076706	-0.072796	-0.057208	-0.045796	-0.075894	-0.058754	-0.076414	-0.070991	-0.059833	-0.057958	-0.069996	-0.041755	-0.03972	-0.040309	-0.040629	-0.063549	-0.03548	-0.010771	-0.035811	-0.026378	-0.016995	-0.027723	-0.0094657	-0.013892	-0.022259	-0.014081	-0.011332	-0.011755	-0.013758	-0.011253	-0.0082813	-0.0057217	-0.0077774	-0.00104
0.07186	0.0070147	0.0024172	-0.014375	0.015416	0.0087111	0.022029	0.023085	-0.018809	-0.0059927	0.0085702	-0.025775	-0.0027962	-0.013444	-0.021872	0.0084848	-0.027418	-0.029098	-0.0050084	-0.0045374	-0.013044	-0.023113	-0.033145	-0.033929	-0.019695	-0.032209	-0.0072457	-0.0368	-0.0035865	-0.011841	-0.014186	-0.017231	-0.035285	-0.0086853	0.0014102	-0.010544	-0.0086065	-0.0013401	-0.014425	0.0045067	0.0006315	-0.0055159	-0.002483	8.5697e-05	-0.0064115	-0.0059904	-0.0048559	-0.0029838	9.049e-05	-0.0049983	-0.00093322
0.090217	0.044704	0.038458	0.039389	0.055412	0.042246	0.055588	0.059318	0.019319	0.035579	0.051773	0.014813	0.042815	0.02847	0.021671	0.045029	0.011609	0.01066	0.042712	0.032012	0.01439	0.021686	-0.0044551	0.014535	0.020722	0.00034173	0.029754	-0.0023037	0.02748	0.014019	0.010149	0.0067193	-0.0004261	0.016244	0.015982	0.014712	0.0064555	0.012597	3.9203e-05	0.016324	0.014944	0.0091289	0.0083987	0.01155	0.0017324	0.0046914	0.0036634	0.0032679	0.0053203	0.001979	-0.00082719
0.069292	0.044782	0.039569	0.04525	0.051037	0.043115	0.055859	0.051272	0.027985	0.038146	0.05974	0.023842	0.053009	0.039289	0.038147	0.045468	0.022853	0.021806	0.050882	0.038281	0.02218	0.037163	0.010714	0.036932	0.029408	0.016363	0.036701	0.012641	0.039673	0.025155	0.019686	0.017214	0.016094	0.02741	0.018977	0.024902	0.010901	0.02039	0.0086178	0.022302	0.020866	0.016699	0.014386	0.016606	0.0070066	0.0093094	0.008601	0.0079722	0.0086935	0.0057772	-0.00043414
0.058015	0.03867	0.042291	0.032064	0.038779	0.038799	0.049795	0.036236	0.027938	0.035142	0.050006	0.026516	0.051522	0.03878	0.039103	0.041233	0.025282	0.025083	0.039641	0.037065	0.022798	0.033764	0.017165	0.038693	0.02955	0.01822	0.035031	0.016757	0.039181	0.024737	0.020848	0.020769	0.017615	0.028118	0.015612	0.025176	0.008504	0.021475	0.01122	0.022948	0.021206	0.018168	0.015372	0.017919	0.0086758	0.012488	0.010699	0.010236	0.010747	0.008842	-0.0004815
0.048604	0.030469	0.043255	0.028314	0.034511	0.034708	0.042871	0.035214	0.026589	0.028892	0.042088	0.025533	0.049895	0.035417	0.037212	0.036551	0.025404	0.026557	0.031766	0.036887	0.023516	0.027229	0.017493	0.035928	0.027983	0.017894	0.035603	0.015751	0.036195	0.022994	0.02023	0.018996	0.018662	0.025182	0.010434	0.023772	0.0063148	0.019134	0.01028	0.020125	0.017703	0.016923	0.013876	0.015227	0.007934	0.011575	0.0089595	0.009103	0.011209	0.0083019	0.00078668
0.042142	0.027931	0.042636	0.032535	0.032637	0.032429	0.037036	0.035192	0.023699	0.020177	0.037316	0.021811	0.049691	0.028837	0.038797	0.032798	0.022885	0.02763	0.032142	0.037719	0.025024	0.022819	0.018201	0.037208	0.024773	0.019669	0.034686	0.017221	0.034431	0.021973	0.021593	0.019157	0.018704	0.023557	0.0082993	0.023424	0.0089271	0.016624	0.010296	0.017853	0.016787	0.014713	0.012598	0.014102	0.0071574	0.0098663	0.0080476	0.0077421	0.0090692	0.0075185	0.0012383
0.038847	0.026348	0.038861	0.029251	0.031775	0.033064	0.033723	0.033558	0.022702	0.017558	0.031217	0.018889	0.045609	0.026628	0.038032	0.031319	0.023063	0.027732	0.030823	0.036111	0.025747	0.020217	0.019991	0.035962	0.024366	0.021971	0.032707	0.018381	0.032707	0.019933	0.021434	0.019224	0.016076	0.023243	0.0071378	0.022018	0.011641	0.016658	0.0091097	0.01782	0.015895	0.013853	0.011674	0.013091	0.0057332	0.0080172	0.0068369	0.0072643	0.0077633	0.0060306	0.0012485
