22	16
-339.6	-330.66	-321.53	-310.95	-310.65	-291.85	-275.26	-271.6	-258.62	-258.22	-217.64	-206.19	-195.04	-185.1	-174.81	-172.7	-153.16	-152.08	-112.27	-61.243	-51.942	-50.555
-5.8347e-05	0.0015431	0.0015238	0.0019048	0.0030818	0.0027297	0.0019338	0.0040899	0.0036992	0.003786	0.0037812	0.0035931	0.004061	0.0048086	0.0037957	0.0038198	0.004032	0.0038922	0.0041382	0.0033471	0.0037909	0.0038295
-0.0011966	-0.001312	0.0032711	0.00053212	0.00018868	0.00061196	-0.0014923	0.00032219	-0.00021831	0.0016958	0.0010541	0.00051877	0.00082292	0.0016388	0.00026063	0.0011504	0.00071085	0.0012724	0.00086395	-5.5425e-05	0.00056221	9.6952e-05
-0.0010833	-0.0025353	0.0021056	-0.00097946	-0.00033239	-0.00068635	-0.0013251	0.00057495	0.00094791	0.00023305	0.0006201	0.00024832	0.00027249	0.0015244	2.2592e-05	0.0010594	0.00054663	0.0012493	0.00068805	0.00031927	0.00034813	0.00044263
-0.00023726	-0.0018579	0.0035878	-0.00043233	0.00066942	-0.00034189	-0.0013204	0.001833	0.0025243	0.0012766	0.0016798	0.00066426	0.0009145	0.0025815	0.00064448	0.0011088	0.00095127	0.0017803	0.0011281	0.00054787	0.00087115	0.0011002
0.0011816	-0.0010684	0.0045327	0.00099623	0.0017391	0.00062422	-0.00041292	0.0028139	0.0043978	0.0029711	0.0029343	0.0014673	0.0019723	0.0038454	0.00134	0.0020894	0.0022548	0.0028158	0.0022087	0.001206	0.0013332	0.0012828
0.0019917	-0.0003172	0.0047543	0.0017952	0.002899	0.0014157	0.00039348	0.0033159	0.0055049	0.0041785	0.0034254	0.002135	0.0030625	0.0043482	0.0023435	0.002427	0.003477	0.0039178	0.002545	0.0018609	0.0015236	0.0019705
0.0037936	0.00050586	0.0055226	0.0041474	0.0043642	0.0027549	0.0015229	0.004181	0.0066066	0.0054639	0.0044344	0.0027226	0.0047829	0.0057746	0.004018	0.0028998	0.0062142	0.005881	0.0035691	0.0027542	0.0021292	0.0030346
0.0074096	0.003466	0.0085088	0.0072643	0.007293	0.0058042	0.0038973	0.0057997	0.0066948	0.0083332	0.006368	0.0041913	0.0067123	0.0072536	0.0062104	0.0048873	0.0081405	0.0080142	0.0049064	0.0033576	0.002036	0.003126
0.0097532	0.0064668	0.0094057	0.0092523	0.0091252	0.0083285	0.0060063	0.0060619	0.0055982	0.010746	0.0071485	0.0054157	0.0078827	0.0075599	0.0071184	0.0061628	0.0090659	0.0092046	0.0056707	0.0039479	0.0017162	0.0029427
0.0084654	0.0061602	0.0074552	0.0075989	0.0088593	0.0085823	0.0059876	0.0044077	0.0023045	0.010464	0.0054363	0.0047707	0.0070784	0.0061113	0.0067147	0.005513	0.0073061	0.0078389	0.0053697	0.0034521	0.0012253	0.0025511
0.0061387	0.0064225	0.0050976	0.0063749	0.0081526	0.008198	0.0054988	0.0032583	0.00024096	0.010041	0.0045666	0.0039513	0.0063998	0.0053229	0.0053188	0.0054435	0.0060139	0.0065647	0.0044875	0.0021071	0.0010703	0.0014013
0.005426	0.0065863	0.0035495	0.0050546	0.0072678	0.0080779	0.0057517	0.0027635	0.0011054	0.0089195	0.003893	0.0037009	0.0061647	0.0045752	0.005513	0.0048005	0.0047276	0.0051787	0.004058	0.0023771	0.00065424	0.001166
0.003971	0.0061813	0.0022389	0.0040563	0.0059248	0.006751	0.005275	0.0024256	0.0017938	0.0074513	0.0032429	0.0033075	0.0051916	0.0035572	0.0047095	0.0041027	0.0037734	0.0046868	0.0032709	0.0013907	0.00049704	0.00092725
0.0015232	0.0045042	0.00033347	0.002262	0.002592	0.0050321	0.0035411	0.0016102	0.0020192	0.0043594	0.0023656	0.0030834	0.0043989	0.0020783	0.0035319	0.0029181	0.0023042	0.0031147	0.0021041	0.0015871	0.00043682	0.00042351
-0.0015853	0.0013151	-0.0018276	-0.00024675	-0.0013201	0.0018722	0.0012213	0.00049326	0.0014587	0.00094923	0.0010461	0.0016377	0.0023583	0.00062606	0.0023096	0.0011805	0.00085233	0.00090901	0.00098482	0.00037444	5.5155e-05	-0.00031481
-0.003514	-0.0017617	-0.003395	-0.0022563	-0.0040774	-0.000874	-0.00087504	-8.1002e-05	0.0015822	-0.0024658	-0.00017073	5.8328e-05	0.00054	-0.00045246	0.00075421	9.8856e-06	-0.0007576	-0.00060967	-0.00029249	-0.00024301	-0.00032077	-0.0012169
-0.0025623	-0.001778	-0.0019764	-0.0019803	-0.0039144	-0.0014376	-0.0010815	0.0013803	0.0039664	-0.0036003	0.00091591	0.00070977	-4.4102e-05	0.00048302	-3.2044e-05	7.4376e-05	-0.00089778	-0.001106	-0.00077073	-8.8872e-05	-0.00055733	-0.00078533
-0.0040664	-0.0033129	-0.0015745	-0.0021893	-0.0020551	-0.0014195	-0.0031638	-0.0020929	-0.0048915	-0.0013518	-0.0014547	-0.0015286	-0.0013847	-0.0016456	-0.0017084	-0.0009316	-0.0016486	-0.001262	-0.00087263	-0.00055034	-0.00031343	-0.00029354
-0.0051778	-0.0040078	-0.0035415	-0.0040487	-0.0032816	-0.0028666	-0.0040369	-0.0035204	-0.0055073	-0.0027757	-0.0027297	-0.0021809	-0.0030365	-0.0024991	-0.0024016	-0.0019682	-0.0029355	-0.0027612	-0.0014478	-0.0010577	-0.00096909	-0.00076529
-0.0058337	-0.0046405	-0.0042717	-0.0052249	-0.0050806	-0.0043877	-0.0048401	-0.003496	-0.0057044	-0.0048726	-0.0038648	-0.0031805	-0.0038818	-0.0029687	-0.0040377	-0.0023217	-0.0037984	-0.003777	-0.0018843	-0.0015143	-0.00076541	-0.0014731
-0.0068512	-0.0056645	-0.0038578	-0.0055616	-0.0054762	-0.0054949	-0.0052034	-0.0034029	-0.005431	-0.0050165	-0.0036241	-0.0030645	-0.0046877	-0.0028325	-0.0046442	-0.0026029	-0.0046604	-0.0043013	-0.0022382	-0.0015725	-0.00095819	-0.0012064
-0.0075234	-0.0060984	-0.0031224	-0.0058999	-0.0054897	-0.005838	-0.0051932	-0.0026296	-0.0039845	-0.0048427	-0.0035544	-0.0029802	-0.0041472	-0.0023585	-0.0047266	-0.0029548	-0.0046784	-0.0037009	-0.0021935	-0.0015584	-0.00042283	-0.0010709
-0.0081656	-0.0074129	-0.0033854	-0.0069474	-0.0055405	-0.0069956	-0.006351	-0.0028146	-0.0025264	-0.0055186	-0.0035789	-0.0035092	-0.0048431	-0.002307	-0.0046693	-0.0028895	-0.0043165	-0.0037536	-0.0029035	-0.0014382	-2.6077e-05	-0.00092706
