22	16
-0.0071432	-0.0081062	-0.0022471	-0.0065129	-0.0049689	-0.0071351	-0.0065256	-0.0013255	-0.00028371	-0.0048444	-0.0026181	-0.0031923	-0.0040919	-0.00072909	-0.003828	-0.0027847	-0.0025694	-0.0027145	-0.0019617	-0.00065198	0.0004095	-0.00014724
-0.0029572	-0.0059477	0.001286	-0.0025805	-0.0023498	-0.0048045	-0.004956	0.00056716	0.0023221	-0.0019088	0.00017672	-0.0013125	-0.0017309	0.0012919	-0.0018966	-0.00091736	0.00079194	0.00023357	-0.00019578	8.1372e-05	0.0009051	0.0016508
0.00070505	-0.0035654	0.0037071	0.00069286	0.00051792	-0.0019643	-0.0025031	0.0013121	0.0024	0.00090966	0.0015616	0.00020795	0.00052377	0.0027094	0.00038074	0.00082944	0.0028915	0.0021759	0.0011333	0.0013718	0.0011785	0.0020354
0.0030567	-0.00060744	0.0059866	0.0029073	0.0029768	0.00067234	-0.00010704	0.0018572	0.0008881	0.0039007	0.0022347	0.0011018	0.0022677	0.0031102	0.001629	0.0017322	0.004088	0.0037841	0.0024202	0.0019826	0.0012545	0.0021693
0.0037289	-6.1703e-05	0.0055997	0.0031479	0.0045424	0.0018482	0.00023601	0.0019596	-0.00079289	0.0059437	0.0023289	0.0011365	0.002722	0.0035594	0.0021224	0.0019047	0.0040983	0.0045218	0.0025774	0.0019041	0.0014859	0.002072
0.0050136	0.0022783	0.0057154	0.0038705	0.0066545	0.0041653	0.0022113	0.0020513	-0.0012744	0.0082211	0.0024081	0.0017681	0.003968	0.0041108	0.0032097	0.0032108	0.004777	0.0053647	0.0040776	0.0024954	0.0015146	0.0020058
0.0060591	0.0048388	0.006059	0.0047856	0.0085025	0.0062514	0.0037928	0.0026504	-0.00080536	0.010161	0.0032352	0.0025636	0.0048814	0.0047714	0.0038727	0.0040957	0.0054011	0.0060119	0.0039416	0.0025326	0.0015359	0.0023563
0.0053334	0.0057047	0.004993	0.0048981	0.0078512	0.0069908	0.0044725	0.0018069	-0.0012466	0.010221	0.0031244	0.0029936	0.0054446	0.0043817	0.0043364	0.0041706	0.005308	0.0063374	0.0039281	0.0027731	0.0014263	0.0019487
0.002726	0.0042199	0.0029053	0.0034428	0.0051955	0.0049938	0.0029467	0.0003572	-0.0029108	0.0086889	0.0011392	0.002068	0.0048135	0.0028514	0.0038918	0.002912	0.0048769	0.005342	0.0031019	0.0020984	0.0011386	0.0014913
0.00084255	0.002197	0.00093839	0.0013444	0.0027908	0.0031423	0.0013294	-0.00099731	-0.003991	0.0060992	0.00047207	0.00068164	0.0034991	0.0019712	0.0030539	0.0020131	0.0039104	0.0045402	0.0024087	0.0016853	0.00079314	0.0011358
