49	18	-382.54	-31.558
0.028907	0.02185	0.035849	0.025524	0.030739	0.032617	0.018452	0.01954	0.025166	0.0036266	0.032431	0.032625	0.013543	0.021106	0.028707	0.026739	0.021266	0.023917	0.0029001	0.013003	0.026188	0.021183	0.00853	0.025188	0.010698	0.0066258	0.017773	0.020306	0.013104	0.022797	0.015158	0.012867	0.0063406	0.016251	0.017152	0.020501	0.019965	0.017617	0.013033	0.011582	0.0086894	0.0079112	0.0067141	0.0083911	0.0033119	0.0082669	0.0063231	0.0027024	0.0036375
0.026427	0.018699	0.032083	0.024252	0.028427	0.028541	0.016688	0.016439	0.023483	0.00017477	0.028632	0.031316	0.010048	0.018532	0.025874	0.024539	0.018769	0.022484	0.00073956	0.01261	0.024584	0.019186	0.0078267	0.023878	0.0091813	0.0059628	0.016356	0.018084	0.011401	0.020277	0.013634	0.010743	0.0056024	0.014872	0.01611	0.018805	0.017131	0.016276	0.012011	0.010246	0.0081227	0.0049727	0.0054662	0.0082315	0.0028172	0.0076712	0.0058205	0.0021679	0.003188
0.024347	0.017807	0.029292	0.022294	0.025869	0.024444	0.014938	0.015024	0.021663	-0.001735	0.026532	0.029947	0.0091599	0.015746	0.023406	0.02305	0.016569	0.02084	0.00028594	0.011267	0.021649	0.017607	0.0066154	0.022135	0.008278	0.0046203	0.015117	0.015724	0.010076	0.018727	0.012358	0.0099062	0.0056848	0.012503	0.01554	0.017928	0.015042	0.01624	0.011383	0.0098279	0.0081318	0.0031657	0.0040756	0.0080268	0.0022101	0.0076833	0.0044295	0.0013998	0.0023399
0.023528	0.016163	0.028931	0.021172	0.024153	0.023491	0.013255	0.014082	0.020218	-0.0025747	0.025012	0.02957	0.0079859	0.014592	0.022706	0.022168	0.015876	0.019815	-0.00070148	0.011606	0.02105	0.017445	0.0048149	0.021555	0.007448	0.0045262	0.014903	0.01475	0.0098006	0.018745	0.012495	0.008815	0.0038995	0.013428	0.016593	0.018367	0.013439	0.016627	0.011876	0.010129	0.0087509	0.0040785	0.0050639	0.008636	0.002091	0.0067021	0.0052371	0.0021289	0.0019571
0.021272	0.014651	0.028002	0.020432	0.022546	0.022168	0.011317	0.012542	0.020285	-0.0033558	0.024334	0.02802	0.0058729	0.012783	0.022734	0.022494	0.015115	0.019718	-0.0012035	0.01061	0.019388	0.015972	0.0031267	0.020163	0.0067655	0.0033694	0.012534	0.013672	0.0082522	0.018573	0.011891	0.0082567	0.0031694	0.012153	0.016465	0.016897	0.011138	0.015993	0.011197	0.0086885	0.0086819	0.0041007	0.0046966	0.0077228	0.0016217	0.0059521	0.0053893	0.002058	0.0022604
0.020094	0.01164	0.027605	0.018208	0.022037	0.021801	0.0093136	0.011452	0.019591	-0.0034522	0.024513	0.027158	0.0047234	0.01117	0.02339	0.022951	0.014158	0.019453	-0.0014993	0.0096081	0.0194	0.015384	0.0013984	0.020695	0.005589	0.0028833	0.011369	0.013104	0.006586	0.018292	0.011237	0.0066735	0.0025187	0.012753	0.015947	0.016454	0.0083868	0.015092	0.010115	0.0073799	0.0079761	0.0044155	0.0038503	0.0072313	0.00095871	0.0052355	0.0054329	0.0023545	0.00282
0.016589	0.009257	0.025871	0.016261	0.020286	0.020028	0.0074937	0.0087966	0.016646	-0.0043945	0.022889	0.026242	0.0029348	0.009774	0.022437	0.021884	0.011763	0.018316	-0.0036039	0.0073989	0.018359	0.014352	-0.0010004	0.019669	0.0040825	0.0004139	0.011425	0.01198	0.0044152	0.017795	0.0097848	0.0043289	7.6701e-05	0.011444	0.014674	0.015853	0.0061783	0.014218	0.0090637	0.00683	0.0067653	0.0036372	0.0029974	0.0073429	0.00044009	0.0048298	0.0041892	0.002003	0.0022794
0.013789	0.0068947	0.023702	0.013918	0.017422	0.018377	0.0045462	0.0067069	0.015029	-0.0049283	0.021432	0.02393	-4.771e-05	0.0066032	0.021246	0.02145	0.0095862	0.017205	-0.0050674	0.005164	0.016824	0.011566	-0.0033651	0.017774	0.0013976	-0.001781	0.0088416	0.010689	0.0020147	0.016881	0.0081874	0.0026865	-0.0020013	0.01081	0.01388	0.015529	0.0025007	0.012771	0.0074278	0.0054954	0.0054419	0.0030631	0.0015322	0.006396	-0.0012693	0.003108	0.0040829	0.001079	0.0022429
0.011465	0.0046838	0.022391	0.011515	0.01576	0.017625	0.0026593	0.0046668	0.013001	-0.0058502	0.020395	0.022419	-0.0026254	0.0042715	0.019602	0.020707	0.0073711	0.015865	-0.0072434	0.0022267	0.016844	0.0099122	-0.0061851	0.017167	-0.00095048	-0.0040627	0.0076999	0.0099247	0.00056694	0.01563	0.0066957	0.00054603	-0.0043114	0.0096571	0.011566	0.014039	-0.00029759	0.011693	0.0065451	0.0037505	0.0031686	0.0023701	0.00054199	0.0053837	-0.0022813	0.0018747	0.00317	0.00064489	0.0019159
0.010885	0.0029905	0.021825	0.010184	0.015613	0.016397	0.001955	0.0031424	0.011891	-0.0056964	0.019395	0.021094	-0.0041373	0.0025015	0.017739	0.019461	0.0056168	0.014254	-0.0089166	-0.00094259	0.016002	0.0083892	-0.0073351	0.016722	-0.0032896	-0.0067845	0.0065074	0.0086018	-0.00044797	0.015725	0.0049321	-0.00039033	-0.0058632	0.0090064	0.009781	0.013358	-0.0024834	0.010876	0.0057824	0.0034649	0.0029673	0.0026046	-0.00071266	0.0059969	-0.0024227	0.0013899	0.0032833	0.0010896	0.0022086
0.049298	0.049842	0.025008	0.03905	0.030435	0.031133	0.04623	0.042584	0.030813	0.029706	0.021154	0.013758	0.048255	0.036776	0.019756	0.019911	0.023314	0.027493	0.042124	0.044315	0.022708	0.031761	0.048202	0.016308	0.036975	0.040614	0.031661	0.025929	0.040132	0.01311	0.025695	0.034742	0.035708	0.01416	0.020937	0.015076	0.015199	0.015814	0.020107	0.02285	0.01399	0.014343	0.020135	0.010728	0.020914	0.020396	0.010328	0.0068451	0.0024869
0.055234	0.05845	0.03422	0.051349	0.040343	0.038663	0.054311	0.049278	0.040525	0.034794	0.032498	0.025234	0.054081	0.044092	0.029801	0.03038	0.031999	0.03516	0.042137	0.047878	0.030529	0.037484	0.049435	0.025209	0.042921	0.043559	0.035201	0.030674	0.041516	0.022598	0.031889	0.038554	0.038536	0.019986	0.025144	0.020963	0.01963	0.019182	0.02498	0.02727	0.018613	0.0176	0.022454	0.014243	0.022225	0.019183	0.012252	0.008448	0.0032017
0.050982	0.05433	0.033719	0.051699	0.040102	0.037614	0.050746	0.047075	0.040863	0.031876	0.033704	0.031628	0.050582	0.04279	0.032805	0.032101	0.031874	0.035585	0.036586	0.045081	0.030889	0.037358	0.045979	0.025892	0.039871	0.04279	0.034263	0.030218	0.039536	0.024981	0.032103	0.037099	0.035256	0.021821	0.02425	0.021694	0.019837	0.019769	0.024302	0.027355	0.020742	0.017876	0.022189	0.015199	0.019241	0.016709	0.011685	0.0087723	0.0046989
0.046005	0.048503	0.032295	0.048499	0.036135	0.03418	0.046645	0.044418	0.041878	0.028997	0.031623	0.031191	0.046125	0.040608	0.032406	0.030152	0.028925	0.034214	0.033783	0.043141	0.027473	0.03314	0.043143	0.023992	0.035696	0.03962	0.03202	0.02682	0.036312	0.02486	0.031571	0.035335	0.032571	0.021833	0.023349	0.019803	0.020706	0.019158	0.023446	0.025667	0.020168	0.019523	0.020698	0.01395	0.017618	0.014594	0.010361	0.0074721	0.0047681
0.042759	0.045568	0.031052	0.043859	0.034392	0.031415	0.045116	0.040202	0.038783	0.02638	0.030477	0.029083	0.041368	0.037846	0.030827	0.027729	0.026313	0.032176	0.030724	0.039816	0.025461	0.030026	0.039879	0.022506	0.03399	0.035737	0.03191	0.025208	0.035146	0.023303	0.029357	0.031501	0.030817	0.018504	0.023105	0.017987	0.021401	0.017516	0.022389	0.024981	0.019919	0.021604	0.02001	0.012884	0.016756	0.014415	0.010731	0.0071226	0.0041378
0.041404	0.044328	0.030063	0.04103	0.033767	0.031524	0.042633	0.039155	0.037075	0.026146	0.029697	0.02773	0.04047	0.035815	0.029588	0.027688	0.0262	0.031475	0.027992	0.038249	0.024978	0.030032	0.037899	0.022	0.031995	0.0344	0.030559	0.024839	0.03289	0.021701	0.028167	0.029873	0.02923	0.019351	0.022859	0.018093	0.023018	0.018079	0.021887	0.023664	0.019364	0.022187	0.019909	0.012197	0.016567	0.01441	0.010551	0.0067192	0.0029434
0.039711	0.043724	0.03033	0.040015	0.032571	0.032091	0.040827	0.03889	0.037418	0.02616	0.030344	0.027489	0.039247	0.035011	0.029701	0.027224	0.026796	0.030495	0.026094	0.036268	0.023811	0.028759	0.037742	0.021079	0.031274	0.034264	0.029814	0.023729	0.031738	0.021581	0.02741	0.029394	0.028609	0.017808	0.022781	0.017939	0.025071	0.017769	0.021625	0.02207	0.018323	0.022925	0.018337	0.012168	0.016477	0.013573	0.010481	0.0065527	0.0036191
0.040754	0.042843	0.032583	0.039093	0.032495	0.034	0.039854	0.039231	0.038022	0.027426	0.030367	0.027204	0.039031	0.034101	0.030612	0.028113	0.026773	0.02905	0.026033	0.035598	0.023217	0.027887	0.036461	0.021023	0.029665	0.03296	0.029106	0.024472	0.03126	0.020354	0.027415	0.028551	0.027136	0.018338	0.021903	0.016886	0.026073	0.017126	0.02119	0.02186	0.016798	0.023298	0.018259	0.011935	0.015747	0.013682	0.010235	0.0075097	0.0039322
0.040446	0.043007	0.03371	0.038828	0.033766	0.035315	0.039299	0.039379	0.035713	0.0272	0.031815	0.026936	0.039186	0.03499	0.030339	0.027219	0.027058	0.029066	0.024598	0.033974	0.023309	0.028342	0.035244	0.021326	0.029384	0.031654	0.028865	0.024952	0.03131	0.021637	0.026562	0.028143	0.025074	0.017076	0.020215	0.017171	0.026877	0.017126	0.02026	0.021376	0.015487	0.022648	0.017385	0.011675	0.014773	0.013747	0.010342	0.0064099	0.004307
0.03915	0.040967	0.032632	0.037452	0.033803	0.035717	0.037914	0.036934	0.03376	0.023885	0.030465	0.025707	0.036852	0.034229	0.029768	0.025865	0.025595	0.028182	0.022469	0.032262	0.025128	0.027919	0.033365	0.020927	0.028262	0.029557	0.027381	0.024394	0.029085	0.020739	0.024141	0.026972	0.023855	0.019174	0.01871	0.016513	0.027086	0.016106	0.018768	0.019857	0.014233	0.019897	0.015942	0.0099434	0.014023	0.012688	0.0092213	0.0063287	0.0035277
0.037683	0.039679	0.031123	0.036199	0.032794	0.033465	0.037252	0.035913	0.033826	0.02073	0.029065	0.024901	0.035352	0.034328	0.028611	0.025637	0.025378	0.027458	0.020888	0.031141	0.024286	0.02673	0.033136	0.021275	0.027529	0.028023	0.026657	0.024441	0.028651	0.01903	0.023908	0.026556	0.023531	0.016143	0.017935	0.015903	0.026179	0.015251	0.017352	0.01879	0.012854	0.017358	0.01546	0.009435	0.013258	0.01218	0.008133	0.0045887	0.0036728
0.039629	0.040592	0.030631	0.037719	0.033389	0.033246	0.038401	0.036531	0.033155	0.020221	0.028874	0.026819	0.036465	0.034722	0.027465	0.024301	0.025422	0.027499	0.02123	0.031739	0.024669	0.027973	0.033488	0.021336	0.028565	0.028883	0.028352	0.0248	0.029666	0.019516	0.024065	0.026914	0.0249	0.017683	0.018677	0.01701	0.028148	0.01604	0.01906	0.019878	0.014137	0.015948	0.014798	0.0097604	0.013431	0.01399	0.0081055	0.0051025	0.0031059
0.040466	0.042635	0.03131	0.039146	0.034093	0.033086	0.038662	0.037461	0.033217	0.019224	0.028996	0.028314	0.036421	0.035275	0.027612	0.024856	0.025567	0.027815	0.021035	0.033846	0.025372	0.028523	0.034779	0.022525	0.028972	0.029151	0.029165	0.024776	0.030365	0.019864	0.024993	0.028053	0.025519	0.017134	0.020274	0.017988	0.029237	0.017662	0.020021	0.021041	0.015974	0.016251	0.016633	0.011487	0.014328	0.014706	0.0087223	0.0056224	0.0033743
0.04056	0.041975	0.031763	0.038593	0.03389	0.032372	0.03811	0.037382	0.034761	0.017429	0.028882	0.027784	0.03628	0.034925	0.027997	0.025506	0.026574	0.028008	0.021305	0.034196	0.024921	0.028508	0.034053	0.022275	0.029723	0.029667	0.027668	0.024352	0.031089	0.019921	0.0251	0.028329	0.025449	0.017647	0.020962	0.017412	0.028677	0.018131	0.019673	0.020552	0.015884	0.016046	0.016112	0.01125	0.014448	0.013693	0.0091434	0.0058729	0.002886
0.040479	0.040941	0.03199	0.038567	0.03383	0.032841	0.037611	0.036929	0.034232	0.016052	0.028454	0.028393	0.035405	0.034936	0.028979	0.025193	0.026523	0.028556	0.020458	0.034702	0.024868	0.029829	0.033204	0.022699	0.030112	0.029633	0.027617	0.024245	0.029706	0.019851	0.025352	0.027375	0.025185	0.017831	0.021257	0.017211	0.028267	0.017979	0.020065	0.020094	0.016079	0.015069	0.015995	0.010128	0.013453	0.013362	0.008443	0.0050301	0.0029584
0.040523	0.040784	0.032445	0.039404	0.03441	0.032836	0.037117	0.037593	0.035194	0.016043	0.029379	0.029123	0.036432	0.035306	0.030501	0.026972	0.027045	0.03008	0.020893	0.036176	0.025589	0.030406	0.033025	0.023605	0.031057	0.030372	0.029058	0.024986	0.02995	0.020976	0.026319	0.027862	0.025868	0.018074	0.023114	0.018115	0.028504	0.018703	0.020128	0.020202	0.016884	0.015192	0.016254	0.010432	0.014029	0.014184	0.0085909	0.005605	0.0028678
0.039707	0.041234	0.033149	0.040135	0.034572	0.033486	0.036785	0.038214	0.035451	0.015961	0.030703	0.030705	0.036282	0.035492	0.032287	0.028696	0.027106	0.031464	0.0214	0.037304	0.026546	0.031197	0.033004	0.024829	0.03203	0.030514	0.029094	0.025804	0.029764	0.021936	0.027348	0.027666	0.025753	0.019444	0.024621	0.019511	0.027313	0.019731	0.020808	0.020446	0.017582	0.01635	0.016546	0.011677	0.013801	0.014441	0.0089478	0.0056816	0.0029711
0.039429	0.040927	0.033624	0.039609	0.034794	0.034387	0.036319	0.038351	0.035611	0.015591	0.030605	0.031251	0.035686	0.035352	0.033736	0.030704	0.027276	0.032723	0.021261	0.037866	0.028191	0.032006	0.031748	0.025715	0.031919	0.03037	0.029979	0.026444	0.029589	0.022421	0.027996	0.027148	0.025394	0.01903	0.024834	0.019723	0.025718	0.019752	0.021081	0.020672	0.01696	0.015708	0.016472	0.011682	0.013573	0.013799	0.0086112	0.0054345	0.0032451
